Coriander,Summer Green House (SGH) - bed 2 north section,"1,8",,2021-W44 Coriander SGH2-N,harvest from 2021-W44 Coriander SGH2-N,TRUE,2022-02-07,,,,plantings,weight,Kg
Galega kale,HortasDoVale-West (HDVW) - bed 16 north section,"0,8",,2021-W39 Galega kale HVW16-N,harvest from 2021-W39 Galega kale HVW16-N,TRUE,2022-02-07,,,,plantings,weight,Kg
Green cabbage,HortasDoVale-East (HDVE) - bed 11 south section,"1,7",,2021-W42 Green cabbage HVE11-S,harvest from 2021-W42 Green cabbage HVE11-S,TRUE,2022-02-07,,,,plantings,weight,Kg
Green cabbage,HortasDoVale-West (HDVW) - bed 18 north section,"4,9",,2021-W43 Green cabbage HVW18-N,harvest from 2021-W43 Green cabbage HVW18-N,TRUE,2022-02-07,,,,plantings,weight,Kg
Kolrabi,HortasDoVale-West (HDVW) - bed 18 north section,"3,2",,2021-W43 Kolrabi HVW18-N,harvest from 2021-W43 Kolrabi HVW18-N,TRUE,2022-02-07,,,,plantings,weight,Kg
Dinossaur kale,HortasDoVale-West (HDVW) - bed 9 north section,"0,8",,2021-W32 Dinossaur kale HVW09-N,harvest from 2021-W32 Dinossaur kale HVW09-N,TRUE,2022-02-07,,,,plantings,weight,Kg
Chinese cabbage,Summer Green House (SGH) - bed 1 north section,"4,1",,2021-W45 Chinese cabbage SGH1-N,harvest from 2021-W45 Chinese cabbage SGH1-N,TRUE,2022-02-07,,,,plantings,weight,Kg
Brussel sprouts,HortasDoVale-West (HDVW) - bed 11 south section,2,,2021-W34 Brussel sprouts HVW11-S,harvest from 2021-W34 Brussel sprouts HVW11-S,TRUE,2022-02-07,,,,plantings,weight,Kg
Coaulifower,HortasDoVale-West (HDVW) - bed 4 south section,15,,2021-W36 Coaulifower HVW04-S,harvest from 2021-W36 Coaulifower HVW04-S,TRUE,2022-02-07,,,,plantings,weight,Kg
Zuccini,Winter Green House - bed 4,"0,9",,2021-W41 Zuccini WGH4,harvest from 2021-W41 Zuccini WGH4,TRUE,2022-02-07,,,,plantings,weight,Kg
Zuccini,Winter Green House - bed 3,"2,2",,2021-W41 Zuccini WGH3,harvest from 2021-W41 Zuccini WGH3,TRUE,2022-02-07,,,,plantings,weight,Kg
Zuccini,Winter Green House - bed 4,"0,6",,2021-W41 Zuccini WGH4,harvest from 2021-W41 Zuccini WGH4,TRUE,2022-02-07,,,,plantings,weight,Kg
Spinaches,HortasDoVale-East (HDVE) - bed 12 north section,"0,18",,2021-W43 Spinaches HVE12-N,harvest from 2021-W43 Spinaches HVE12-N,TRUE,2022-02-07,,,,plantings,weight,Kg
Sprouting turnip,HortasDoVale-East (HDVE) - bed 12 north section,"0,25",,2021-W43 Sprouting turnip HVE12-N,harvest from 2021-W43 Sprouting turnip HVE12-N,TRUE,2022-02-07,,,,plantings,weight,Kg
Sprouting turnip,HortasDoVale-East (HDVE) - bed 12 south section,"2,95",,2021-W48 Sprouting turnip HVE12-S,harvest from 2021-W48 Sprouting turnip HVE12-S,TRUE,2022-02-07,,,,plantings,weight,Kg
Sprouting turnip,HortasDoVale-East (HDVE) - bed 25 south section,"1,4",,2021-W38 Sprouting turnip HVE25-S,harvest from 2021-W38 Sprouting turnip HVE25-S,TRUE,2022-02-07,,,,plantings,weight,Kg
Mizuna purple,HortasDoVale-East (HDVE) - bed 16 north section,"0,6",,2021-W46 Mizuna purple HVE16-N,harvest from 2021-W46 Mizuna purple HVE16-N,TRUE,2022-02-07,,,,plantings,weight,Kg
Strawberry,HortasDoVale-West (HDVW) - bed 24,"2,25",,2021-W04 Strawberry HVW24,harvest from 2021-W04 Strawberry HVW24,TRUE,2022-02-07,,,,plantings,weight,Kg
Strawberry,HortasDoVale-West (HDVW) - bed 25,"2,1",,2021-W04 Strawberry HVW25,harvest from 2021-W04 Strawberry HVW25,TRUE,2022-02-07,,,,plantings,weight,Kg
Turnip,HortasDoVale-East (HDVE) - bed 13 north section,"9,6",,2021-W43 Turnip HVE13-N,harvest from 2021-W43 Turnip HVE13-N,TRUE,2022-02-07,,,,plantings,weight,Kg
Pack choi,HortasDoVale-East (HDVE) - bed 23 south section,10,,2022-W01 Pack choi HVE23-S,harvest from 2022-W01 Pack choi HVE23-S,TRUE,2022-02-07,,,,plantings,weight,Kg
Pack choi,Winter Green House - bed 5,"5,6",,2021-W44 Pack choi WGH5,harvest from 2021-W44 Pack choi WGH5,TRUE,2022-02-07,,,,plantings,weight,Kg
Radishes,HortasDoVale-East (HDVE) - bed 15 north section,"4,3",,2021-W48 Radishes HVE15-N,harvest from 2021-W48 Radishes HVE15-N,TRUE,2022-02-07,,,,plantings,weight,Kg
Radishes,Summer Green House (SGH) - bed 4 north section,"0,3",,2022-W01 Radishes SGH4-N,harvest from 2022-W01 Radishes SGH4-N,TRUE,2022-02-07,,,,plantings,weight,Kg
Parsley,HortasDoVale-East (HDVE) - bed 24 north section,"1,1",,2022-W01 Parsley HVE24-N,harvest from 2022-W01 Parsley HVE24-N,TRUE,2022-02-07,,,,plantings,weight,Kg
Tomato roma,Winter Green House - bed 2,"1,6",,2021-W34 Tomato roma WGH2,harvest from 2021-W34 Tomato roma WGH2,TRUE,2022-02-07,,,,plantings,weight,Kg
Tomatos small,Winter Green House - bed 1,"0,4",,2021-W13 Tomatos small WGH1,harvest from 2021-W13 Tomatos small WGH1,TRUE,2022-02-07,,,,plantings,weight,Kg
Tomatos varied,Winter Green House - bed 1,6,,2021-W13 Tomatos varied WGH1,harvest from 2021-W13 Tomatos varied WGH1,TRUE,2022-02-07,,,,plantings,weight,Kg
Celery,HortasDoVale-West (HDVW) - bed 8,9,,2021-W22 Celery HVW08-N,harvest from 2021-W22 Celery HVW08-N,TRUE,2022-02-14,,,,plantings,weight,Kg
Lettuce,HortasDoVale-East (HDVE) - bed 23 north section,3,,2022-W01 Lettuce HVE23-N,harvest from 2022-W01 Lettuce HVE23-N,TRUE,2022-02-14,,,,plantings,weight,Kg
Lettuce,Summer Green House (SGH) - bed 4 south section,"12,2",,2021-W34 Lettuce SGH4-S,harvest from 2021-W34 Lettuce SGH4-S,TRUE,2022-02-14,,,,plantings,weight,Kg
Leek,HortasDoVale-East (HDVE) - bed 26 north section,"9,4",,2021-W36 Leek HVE26-N,harvest from 2021-W36 Leek HVE26-N,TRUE,2022-02-14,,,,plantings,weight,Kg
Dill,HortasDoVale-East (HDVE) - bed 24 north section,"0,5",,2022-W01 Dill HVE24-N,harvest from 2022-W01 Dill HVE24-N,TRUE,2022-02-14,,,,plantings,weight,Kg
Potato,HortasDoVale-East (HDVE) - bed 8,"6,1",,2021-W41 Potato HVE08,harvest from 2021-W41 Potato HVE08,TRUE,2022-02-14,,,,plantings,weight,Kg
Beetroot,HortasDoVale-East (HDVE) - bed 11,"3,93",,2021-W42 Beetroot HVE11-N,harvest from 2021-W42 Beetroot HVE11-N,TRUE,2022-02-14,,,,plantings,weight,Kg
Beetroot,HortasDoVale-West (HDVW) - bed 16,"1,36",,2021-W39 Beetroot HVW16,harvest from 2021-W39 Beetroot HVW16,TRUE,2022-02-14,,,,plantings,weight,Kg
Broccoli,HortasDoVale-East (HDVE) - bed 11 north section,"1,3",,2021-W42 Broccoli HVE11-N,harvest from 2021-W42 Broccoli HVE11-N,TRUE,2022-02-14,,,,plantings,weight,Kg
Broccoli,HortasDoVale-West (HDVW) - bed 16,4,,2021-W39 Broccoli HVW16-N,harvest from 2021-W39 Broccoli HVW16-N,TRUE,2022-02-14,,,,plantings,weight,Kg
Broccoli,HortasDoVale-West (HDVW) - bed 21,"4,1",,2021-W30 Broccoli HVW21,harvest from 2021-W30 Broccoli HVW21,TRUE,2022-02-14,,,,plantings,weight,Kg
Spring onion,HortasDoVale-East (HDVE) - bed 10,"4,4",,2021-W35 Spring onion HVE10,harvest from 2021-W35 Spring onion HVE10,TRUE,2022-02-14,,,,plantings,weight,Kg
Carrot,HortasDoVale-East (HDVE) - bed 3,"8,78",,2021-W38 Carrot HVE03,harvest from 2021-W38 Carrot HVE03,TRUE,2022-02-14,,,,plantings,weight,Kg
Coriander,Winter Green House - bed 3,"1,52",,2021-W46 Coriander WGH3,harvest from 2021-W46 Coriander WGH3,TRUE,2022-02-14,,,,plantings,weight,Kg
Curly kale,HortasDoVale-West (HDVW) - bed 16 north section,"0,28",,2021-W39 Curly kale HVW16-N,harvest from 2021-W39 Curly kale HVW16-N,TRUE,2022-02-14,,,,plantings,weight,Kg
Galega kale,HortasDoVale-West (HDVW) - bed 16 north section,"1,2",,2021-W39 Galega kale HVW16-N,harvest from 2021-W39 Galega kale HVW16-N,TRUE,2022-02-14,,,,plantings,weight,Kg
Green cabbage,HortasDoVale-West (HDVW) - bed 18 north section,"2,66",,2021-W43 Green cabbage HVW18-N,harvest from 2021-W43 Green cabbage HVW18-N,TRUE,2022-02-14,,,,plantings,weight,Kg
Kolrabi,HortasDoVale-West (HDVW) - bed 18 north section,"1,76",,2021-W43 Kolrabi HVW18-N,harvest from 2021-W43 Kolrabi HVW18-N,TRUE,2022-02-14,,,,plantings,weight,Kg
Kolrabi,HortasDoVale-West (HDVW) - bed 4 south section,"1,24",,2021-W37 Kolrabi HVW04-S,harvest from 2021-W37 Kolrabi HVW04-S,TRUE,2022-02-14,,,,plantings,weight,Kg
Dinossaur kale,HortasDoVale-West (HDVW) - bed 9 north section,"2,9",,2021-W32 Dinossaur kale HVW09-N,harvest from 2021-W32 Dinossaur kale HVW09-N,TRUE,2022-02-14,,,,plantings,weight,Kg
Chinese cabbage,Summer Green House (SGH) - bed 1 north section,"1,3",,2021-W45 Chinese cabbage SGH1-N,harvest from 2021-W45 Chinese cabbage SGH1-N,TRUE,2022-02-14,,,,plantings,weight,Kg
Brussel sprouts,HortasDoVale-West (HDVW) - bed 11 south section,"1,8",,2021-W34 Brussel sprouts HVW11-S,harvest from 2021-W34 Brussel sprouts HVW11-S,TRUE,2022-02-14,,,,plantings,weight,Kg
Coaulifower,HortasDoVale-East (HDVE) - bed 11,"1,3",,2021-W42 Coaulifower HVE11-S,harvest from 2021-W42 Coaulifower HVE11-S,TRUE,2022-02-14,,,,plantings,weight,Kg
Coaulifower,HortasDoVale-East (HDVE) - bed 11 south section,"6,5",,2021-W42 Coaulifower HVE11-S,harvest from 2021-W42 Coaulifower HVE11-S,TRUE,2022-02-14,,,,plantings,weight,Kg
Zuccini,Winter Green House - bed 4,"1,2",,2021-W41 Zuccini WGH4,harvest from 2021-W41 Zuccini WGH4,TRUE,2022-02-14,,,,plantings,weight,Kg
Zuccini,Winter Green House - bed 3,"2,1",,2021-W41 Zuccini WGH3,harvest from 2021-W41 Zuccini WGH3,TRUE,2022-02-14,,,,plantings,weight,Kg
Zuccini,Winter Green House - bed 4,"0,21",,2021-W41 Zuccini WGH4,harvest from 2021-W41 Zuccini WGH4,TRUE,2022-02-14,,,,plantings,weight,Kg
Sprouting turnip,HortasDoVale-East (HDVE) - bed 12 south section,"1,2",,2021-W48 Sprouting turnip HVE12-S,harvest from 2021-W48 Sprouting turnip HVE12-S,TRUE,2022-02-14,,,,plantings,weight,Kg
Sprouting turnip,HortasDoVale-East (HDVE) - bed 25 south section,"0,5",,2021-W38 Sprouting turnip HVE25-S,harvest from 2021-W38 Sprouting turnip HVE25-S,TRUE,2022-02-14,,,,plantings,weight,Kg
Mizuna purple,HortasDoVale-East (HDVE) - bed 16 north section,"0,6",,2021-W46 Mizuna purple HVE16-N,harvest from 2021-W46 Mizuna purple HVE16-N,TRUE,2022-02-14,,,,plantings,weight,Kg
Mizuna green,HortasDoVale-East (HDVE) - bed 16 north section,"0,6",,2021-W46 Mizuna green HVE16-N,harvest from 2021-W46 Mizuna green HVE16-N,TRUE,2022-02-14,,,,plantings,weight,Kg
Mizuna green,Summer Green House (SGH) - bed 2 north section,"0,6",,2021-W44 Mizuna green SGH2-N,harvest from 2021-W44 Mizuna green SGH2-N,TRUE,2022-02-14,,,,plantings,weight,Kg
Strawberry,HortasDoVale-West (HDVW) - bed 24,"1,5",,2021-W04 Strawberry HVW24,harvest from 2021-W04 Strawberry HVW24,TRUE,2022-02-14,,,,plantings,weight,Kg
Strawberry,HortasDoVale-West (HDVW) - bed 25,"1,1",,2021-W04 Strawberry HVW25,harvest from 2021-W04 Strawberry HVW25,TRUE,2022-02-14,,,,plantings,weight,Kg
Turnip,HortasDoVale-East (HDVE) - bed 13 north section,"9,4",,2021-W43 Turnip HVE13-N,harvest from 2021-W43 Turnip HVE13-N,TRUE,2022-02-14,,,,plantings,weight,Kg
Pack choi,HortasDoVale-East (HDVE) - bed 23 south section,"12,7",,2022-W01 Pack choi HVE23-S,harvest from 2022-W01 Pack choi HVE23-S,TRUE,2022-02-14,,,,plantings,weight,Kg
Pack choi,Winter Green House - bed 5,"4,1",,2021-W44 Pack choi WGH5,harvest from 2021-W44 Pack choi WGH5,TRUE,2022-02-14,,,,plantings,weight,Kg
Radishes,Summer Green House (SGH) - bed 4 north section,"2,6",,2022-W01 Radishes SGH4-N,harvest from 2022-W01 Radishes SGH4-N,TRUE,2022-02-14,,,,plantings,weight,Kg
Radishes,Summer Green House (SGH) - bed 4 north section,"1,5",,2022-W01 Radishes SGH4-N,harvest from 2022-W01 Radishes SGH4-N,TRUE,2022-02-14,,,,plantings,weight,Kg
Horse radish,HortasDoVale-East (HDVE) - bed 12 north section,"3,2",,2021-W43 Horse radish HVE12-N,harvest from 2021-W43 Horse radish HVE12-N,TRUE,2022-02-14,,,,plantings,weight,Kg
Horse radish,HortasDoVale-East (HDVE) - bed 15 north section,"1,2",,2021-W48 Horse radish HVE15-N,harvest from 2021-W48 Horse radish HVE15-N,TRUE,2022-02-14,,,,plantings,weight,Kg
Rucula,HortasDoVale-East (HDVE) - bed 16 north section,"0,7",,2021-W46 Rucula HVE16-N,harvest from 2021-W46 Rucula HVE16-N,TRUE,2022-02-14,,,,plantings,weight,Kg
Parsley,HortasDoVale-East (HDVE) - bed 24 north section,"0,45",,2022-W01 Parsley HVE24-N,harvest from 2022-W01 Parsley HVE24-N,TRUE,2022-02-14,,,,plantings,weight,Kg
Tomato roma,Winter Green House - bed 2,"2,5",,2021-W34 Tomato roma WGH2,harvest from 2021-W34 Tomato roma WGH2,TRUE,2022-02-14,,,,plantings,weight,Kg
Tomatos varied,Winter Green House - bed 1,"1,45",,2021-W13 Tomatos varied WGH1,harvest from 2021-W13 Tomatos varied WGH1,TRUE,2022-02-14,,,,plantings,weight,Kg
Swiss chard,Summer Green House (SGH) - bed 1 south section,"0,35",,2021-W19 Swiss chard SGH1-S,harvest from 2021-W19 Swiss chard SGH1-S,TRUE,2022-02-21,,,,plantings,weight,Kg
Swiss chard,Summer Green House (SGH) - bed 2 south section,"0,35",,2021-W19 Swiss chard SGH2-S,harvest from 2021-W19 Swiss chard SGH2-S,TRUE,2022-02-21,,,,plantings,weight,Kg
Swiss chard,HortasDoVale-West (HDVW) - bed 13 north section,"5,5",,2021-W27 Swiss chard HVW13-N,harvest from 2021-W27 Swiss chard HVW13-N,TRUE,2022-02-21,,,,plantings,weight,Kg
Swiss chard,HortasDoVale-West (HDVW) - bed 15 south section,"3,8",,2021-W36 Swiss chard HVW15-S,harvest from 2021-W36 Swiss chard HVW15-S,TRUE,2022-02-21,,,,plantings,weight,Kg
Swiss chard,HortasDoVale-West (HDVW) - bed 4 north section,3,,2020-0 Swiss chard Autumn HVW04-N,harvest from 2020-0 Swiss chard Autumn HVW04-N,TRUE,2022-02-21,,,,plantings,weight,Kg
Celery,Summer Green House (SGH) - bed 3 north section,6,,2021-W27 Celery SGH3-N,harvest from 2021-W27 Celery SGH3-N,TRUE,2022-02-21,,,,plantings,weight,Kg
Celery,HortasDoVale-West (HDVW) - bed 8,"4,1",,2021-W22 Celery HVW08-N,harvest from 2021-W22 Celery HVW08-N,TRUE,2022-02-21,,,,plantings,weight,Kg
Lettuce,Summer Green House (SGH) - bed 3 north section,"12,1",,2022-W02 Lettuce SGH3-N,harvest from 2022-W02 Lettuce SGH3-N,TRUE,2022-02-21,,,,plantings,weight,Kg
Leek,HortasDoVale-East (HDVE) - bed 26 north section,"11,5",,2021-W36 Leek HVE26-N,harvest from 2021-W36 Leek HVE26-N,TRUE,2022-02-21,,,,plantings,weight,Kg
Dill,HortasDoVale-East (HDVE) - bed 24 north section,1,,2022-W01 Dill HVE24-N,harvest from 2022-W01 Dill HVE24-N,TRUE,2022-02-21,,,,plantings,weight,Kg
Potato,HortasDoVale-East (HDVE) - bed 8,"20,3",,2021-W41 Potato HVE08,harvest from 2021-W41 Potato HVE08,TRUE,2022-02-21,,,,plantings,weight,Kg
Beetroot,HortasDoVale-West (HDVW) - bed 16,"0,8",,2021-W39 Beetroot HVW16,harvest from 2021-W39 Beetroot HVW16,TRUE,2022-02-21,,,,plantings,weight,Kg
Broccoli,HortasDoVale-East (HDVE) - bed 11 north section,"1,38",,2021-W42 Broccoli HVE11-N,harvest from 2021-W42 Broccoli HVE11-N,TRUE,2022-02-21,,,,plantings,weight,Kg
Broccoli,HortasDoVale-West (HDVW) - bed 16,"2,8",,2021-W39 Broccoli HVW16-N,harvest from 2021-W39 Broccoli HVW16-N,TRUE,2022-02-21,,,,plantings,weight,Kg
Broccoli,HortasDoVale-West (HDVW) - bed 21,"4,7",,2021-W30 Broccoli HVW21,harvest from 2021-W30 Broccoli HVW21,TRUE,2022-02-21,,,,plantings,weight,Kg
Lambs lettuce,HortasDoVale-East (HDVE) - bed 16 north section,"2,2",,2021-W47 Lambs lettuce HVE16-N,harvest from 2021-W47 Lambs lettuce HVE16-N,TRUE,2022-02-21,,,,plantings,weight,Kg
Spring onion,HortasDoVale-East (HDVE) - bed 10,"7,56",,2021-W35 Spring onion HVE10,harvest from 2021-W35 Spring onion HVE10,TRUE,2022-02-21,,,,plantings,weight,Kg
Carrot,HortasDoVale-East (HDVE) - bed 3,"8,78",,2021-W38 Carrot HVE03,harvest from 2021-W38 Carrot HVE03,TRUE,2022-02-21,,,,plantings,weight,Kg
Coriander,Summer Green House (SGH) - bed 2 north section,"1,35",,2021-W44 Coriander SGH2-N,harvest from 2021-W44 Coriander SGH2-N,TRUE,2022-02-21,,,,plantings,weight,Kg
Curly kale,HortasDoVale-West (HDVW) - bed 16 north section,"0,5",,2021-W39 Curly kale HVW16-N,harvest from 2021-W39 Curly kale HVW16-N,TRUE,2022-02-21,,,,plantings,weight,Kg
Galega kale,HortasDoVale-West (HDVW) - bed 16 north section,"1,24",,2021-W39 Galega kale HVW16-N,harvest from 2021-W39 Galega kale HVW16-N,TRUE,2022-02-21,,,,plantings,weight,Kg
Green cabbage,HortasDoVale-West (HDVW) - bed 18 north section,"9,7",,2021-W43 Green cabbage HVW18-N,harvest from 2021-W43 Green cabbage HVW18-N,TRUE,2022-02-21,,,,plantings,weight,Kg
Green cabbage,HortasDoVale-West (HDVW) - bed 4 south section,515,,2021-W36 Green cabbage HVW04-S,harvest from 2021-W36 Green cabbage HVW04-S,TRUE,2022-02-21,,,,plantings,weight,Kg
Kolrabi,HortasDoVale-West (HDVW) - bed 18 north section,"2,38",,2021-W43 Kolrabi HVW18-N,harvest from 2021-W43 Kolrabi HVW18-N,TRUE,2022-02-21,,,,plantings,weight,Kg
Kolrabi,HortasDoVale-West (HDVW) - bed 4 south section,"0,18",,2021-W37 Kolrabi HVW04-S,harvest from 2021-W37 Kolrabi HVW04-S,TRUE,2022-02-21,,,,plantings,weight,Kg
Dinossaur kale,HortasDoVale-West (HDVW) - bed 16 north section,"0,7",,2021-W39 Dinossaur kale HVW16-N,harvest from 2021-W39 Dinossaur kale HVW16-N,TRUE,2022-02-21,,,,plantings,weight,Kg
Dinossaur kale,HortasDoVale-West (HDVW) - bed 9 north section,"2,85",,2021-W32 Dinossaur kale HVW09-N,harvest from 2021-W32 Dinossaur kale HVW09-N,TRUE,2022-02-21,,,,plantings,weight,Kg
Chinese cabbage,HortasDoVale-East (HDVE) - bed 24 south section,"10,2",,2022-W01 Chinese cabbage HVE24-S,harvest from 2022-W01 Chinese cabbage HVE24-S,TRUE,2022-02-21,,,,plantings,weight,Kg
Chinese cabbage,Summer Green House (SGH) - bed 1 north section,"2,45",,2021-W45 Chinese cabbage SGH1-N,harvest from 2021-W45 Chinese cabbage SGH1-N,TRUE,2022-02-21,,,,plantings,weight,Kg
Brussel sprouts,HortasDoVale-West (HDVW) - bed 11 south section,"0,64",,2021-W34 Brussel sprouts HVW11-S,harvest from 2021-W34 Brussel sprouts HVW11-S,TRUE,2022-02-21,,,,plantings,weight,Kg
Coaulifower,HortasDoVale-East (HDVE) - bed 11,"1,23",,2021-W42 Coaulifower HVE11-S,harvest from 2021-W42 Coaulifower HVE11-S,TRUE,2022-02-21,,,,plantings,weight,Kg
Coaulifower,HortasDoVale-West (HDVW) - bed 18 north section,"6,9",,2021-W43 Coaulifower HVW18-N,harvest from 2021-W43 Coaulifower HVW18-N,TRUE,2022-02-21,,,,plantings,weight,Kg
Zuccini,Winter Green House - bed 3,"2,5",,2021-W41 Zuccini WGH3,harvest from 2021-W41 Zuccini WGH3,TRUE,2022-02-21,,,,plantings,weight,Kg
Zuccini,Winter Green House - bed 4,2,,2021-W41 Zuccini WGH4,harvest from 2021-W41 Zuccini WGH4,TRUE,2022-02-21,,,,plantings,weight,Kg
Zuccini,Winter Green House - bed 3,"1,3",,2021-W41 Zuccini WGH3,harvest from 2021-W41 Zuccini WGH3,TRUE,2022-02-21,,,,plantings,weight,Kg
Zuccini,Winter Green House - bed 4,"0,3",,2021-W41 Zuccini WGH4,harvest from 2021-W41 Zuccini WGH4,TRUE,2022-02-21,,,,plantings,weight,Kg
Sprouting turnip,HortasDoVale-East (HDVE) - bed 12 south section,"0,55",,2021-W48 Sprouting turnip HVE12-S,harvest from 2021-W48 Sprouting turnip HVE12-S,TRUE,2022-02-21,,,,plantings,weight,Kg
Sprouting turnip,HortasDoVale-East (HDVE) - bed 25 south section,"4,1",,2021-W38 Sprouting turnip HVE25-S,harvest from 2021-W38 Sprouting turnip HVE25-S,TRUE,2022-02-21,,,,plantings,weight,Kg
Mizuna purple,HortasDoVale-East (HDVE) - bed 16 north section,"0,7",,2021-W46 Mizuna purple HVE16-N,harvest from 2021-W46 Mizuna purple HVE16-N,TRUE,2022-02-21,,,,plantings,weight,Kg
Mizuna green,HortasDoVale-East (HDVE) - bed 16 north section,"0,4",,2021-W46 Mizuna green HVE16-N,harvest from 2021-W46 Mizuna green HVE16-N,TRUE,2022-02-21,,,,plantings,weight,Kg
Strawberry,HortasDoVale-West (HDVW) - bed 24,"3,2",,2021-W04 Strawberry HVW24,harvest from 2021-W04 Strawberry HVW24,TRUE,2022-02-21,,,,plantings,weight,Kg
Strawberry,HortasDoVale-West (HDVW) - bed 25,"2,9",,2021-W04 Strawberry HVW25,harvest from 2021-W04 Strawberry HVW25,TRUE,2022-02-21,,,,plantings,weight,Kg
Turnip greens,HortasDoVale-East (HDVE) - bed 12 south section,"1,5",,2021-W48 Turnip greens HVE12-S,harvest from 2021-W48 Turnip greens HVE12-S,TRUE,2022-02-21,,,,plantings,weight,Kg
Turnip,HortasDoVale-East (HDVE) - bed 13 north section,"8,6",,2021-W43 Turnip HVE13-N,harvest from 2021-W43 Turnip HVE13-N,TRUE,2022-02-21,,,,plantings,weight,Kg
Pack choi,HortasDoVale-East (HDVE) - bed 23 south section,10,,2022-W01 Pack choi HVE23-S,harvest from 2022-W01 Pack choi HVE23-S,TRUE,2022-02-21,,,,plantings,weight,Kg
Radishes,Summer Green House (SGH) - bed 4 north section,10,,2022-W01 Radishes SGH4-N,harvest from 2022-W01 Radishes SGH4-N,TRUE,2022-02-21,,,,plantings,weight,Kg
Horse radish,HortasDoVale-East (HDVE) - bed 15 north section,"4,2",,2021-W48 Horse radish HVE15-N,harvest from 2021-W48 Horse radish HVE15-N,TRUE,2022-02-21,,,,plantings,weight,Kg
Rucula,HortasDoVale-West (HDVW) - bed 23 north section,"0,1",,2021-W34 Rucula HVW23-N,harvest from 2021-W34 Rucula HVW23-N,TRUE,2022-02-21,,,,plantings,weight,Kg
Rucula,HortasDoVale-West (HDVW) - bed 23 south section,"0,7",,2021-W37 Rucula HVW23-S,harvest from 2021-W37 Rucula HVW23-S,TRUE,2022-02-21,,,,plantings,weight,Kg
Parsley,HortasDoVale-East (HDVE) - bed 24 north section,"1,1",,2022-W01 Parsley HVE24-N,harvest from 2022-W01 Parsley HVE24-N,TRUE,2022-02-21,,,,plantings,weight,Kg
Tomato roma,Winter Green House - bed 2,"2,73",,2021-W34 Tomato roma WGH2,harvest from 2021-W34 Tomato roma WGH2,TRUE,2022-02-21,,,,plantings,weight,Kg
Tomatos small,Winter Green House - bed 1,"0,29",,2021-W13 Tomatos small WGH1,harvest from 2021-W13 Tomatos small WGH1,TRUE,2022-02-21,,,,plantings,weight,Kg
Tomatos varied,Winter Green House - bed 1,3,,2021-W13 Tomatos varied WGH1,harvest from 2021-W13 Tomatos varied WGH1,TRUE,2022-02-21,,,,plantings,weight,Kg
Swiss chard,Summer Green House (SGH) - bed 1 south section,"2,5",,2021-W19 Swiss chard SGH1-S,harvest from 2021-W19 Swiss chard SGH1-S,TRUE,2022-02-28,,,,plantings,weight,Kg
Swiss chard,Summer Green House (SGH) - bed 2 south section,2,,2021-W19 Swiss chard SGH2-S,harvest from 2021-W19 Swiss chard SGH2-S,TRUE,2022-02-28,,,,plantings,weight,Kg
Land cress,HortasDoVale-East (HDVE) - bed 24 north section,"0,8",,2022-W01 Land cress HVE24-N,harvest from 2022-W01 Land cress HVE24-N,TRUE,2022-02-28,,,,plantings,weight,Kg
Celery,HortasDoVale-West (HDVW) - bed 15 north section,"8,4",,2021-W31 Celery HVW15-N,harvest from 2021-W31 Celery HVW15-N,TRUE,2022-02-28,,,,plantings,weight,Kg
Lettuce,HortasDoVale-East (HDVE) - bed 23 north section,"8,9",,2022-W01 Lettuce HVE23-N,harvest from 2022-W01 Lettuce HVE23-N,TRUE,2022-02-28,,,,plantings,weight,Kg
Lettuce,HortasDoVale-East (HDVE) - bed 23 south section,"8,3",,2022-W01 Lettuce HVE23-S,harvest from 2022-W01 Lettuce HVE23-S,TRUE,2022-02-28,,,,plantings,weight,Kg
Lettuce,HortasDoVale-East (HDVE) - bed 24 south section,"3,8",,2022-W01 Lettuce HVE24-S,harvest from 2022-W01 Lettuce HVE24-S,TRUE,2022-02-28,,,,plantings,weight,Kg
Leek,HortasDoVale-East (HDVE) - bed 26 north section,"5,5",,2021-W36 Leek HVE26-N,harvest from 2021-W36 Leek HVE26-N,TRUE,2022-02-28,,,,plantings,weight,Kg
Leek,HortasDoVale-East (HDVE) - bed 9 south section,"4,4",,2021-W39 Leek HVE09-S,harvest from 2021-W39 Leek HVE09-S,TRUE,2022-02-28,,,,plantings,weight,Kg
Dill,HortasDoVale-East (HDVE) - bed 24 north section,1,,2022-W01 Dill HVE24-N,harvest from 2022-W01 Dill HVE24-N,TRUE,2022-02-28,,,,plantings,weight,Kg
Potato,HortasDoVale-East (HDVE) - bed 8,14,,2021-W41 Potato HVE08,harvest from 2021-W41 Potato HVE08,TRUE,2022-02-28,,,,plantings,weight,Kg
Broccoli,HortasDoVale-East (HDVE) - bed 11 north section,"1,7",,2021-W42 Broccoli HVE11-N,harvest from 2021-W42 Broccoli HVE11-N,TRUE,2022-02-28,,,,plantings,weight,Kg
Broccoli,HortasDoVale-West (HDVW) - bed 16,"3,4",,2021-W39 Broccoli HVW16-N,harvest from 2021-W39 Broccoli HVW16-N,TRUE,2022-02-28,,,,plantings,weight,Kg
Broccoli,HortasDoVale-West (HDVW) - bed 21,3,,2021-W30 Broccoli HVW21,harvest from 2021-W30 Broccoli HVW21,TRUE,2022-02-28,,,,plantings,weight,Kg
